,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1599753046703030274,1599753002880880641,1670245822000.0,2022-12-05 18:40:22,+0530,,"Arkham provides insights to help regular traders survive.  For more analysis and educational content, join the Arkham Discord:   https://t.co/ASHBuLL0Yl",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,1,18,https://twitter.com/ArkhamIntel/status/1599753046703030274,['https://discord.gg/arkham'],[],0,,False,4,0,1,,None,,,,,,,[],,,,
11,1599753002880880641,1599753002880880641,1670245812000.0,2022-12-05 18:40:12,+0530,,"Transaction Analysis gives average crypto traders insights that are normally inaccessible or obscure.  Every day, lots of on-chain information goes unseen.  Here, we'll show you how to use Arkham to provide an edge that regular traders do not have.  https://t.co/E0ALrRue9Q",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,1,18,https://twitter.com/ArkhamIntel/status/1599753002880880641,[],['https://pbs.twimg.com/media/FjN238XUcAArSSw.jpg'],1,https://pbs.twimg.com/media/FjN238XUcAArSSw.jpg,False,36,4,7,,None,,,,,,,[],,,,
12,1599064493698318336,1599019043100377088,1670081659000.0,2022-12-03 21:04:19,+0530,,"Arkham provides internal intelligence, data on your own portfolio, and external intelligence - data on others.  Arkham works with exchanges and wallets to auto-populate your accounts in 1 click.  You can connect your Binance &amp; Coinbase accounts via API keys. And Metamask too.",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,21,https://twitter.com/ArkhamIntel/status/1599064493698318336,[],[],0,,False,12,2,4,,None,,,,,,,[],,,,
13,1599046139688255490,1599041027922612226,1670077283000.0,2022-12-03 19:51:23,+0530,,@CanteringClark ty Clark glad you like the platform! 🫡,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,19,https://twitter.com/ArkhamIntel/status/1599046139688255490,[],[],0,,False,2,3,0,,None,,,,,,,"[{'screen_name': 'CanteringClark', 'name': 'Clark', 'id': '936224248586211329'}]",,,,
14,1599022438335250432,1599018381172015105,1670071632000.0,2022-12-03 18:17:12,+0530,,@yellowbrah69 have a good one yb &lt;3,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599022438335250432,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'yellowbrah69', 'name': 'yellowbrah🌙', 'id': '1016747413451739137'}]",,,,
15,1599019082795298816,1599019043100377088,1670070832000.0,2022-12-03 18:03:52,+0530,,"The original video is part of a longer educational series on Arkham's Youtube channel.  Watch the full video here, and join Arkham's discord for more. (Link in bio)   https://t.co/96PUyBcr2G",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019082795298816,['https://youtu.be/qvegELPRXR4'],[],0,,False,13,0,2,,None,,,,,,,[],,,,
16,1599019080224165888,1599019043100377088,1670070831000.0,2022-12-03 18:03:51,+0530,,"With this information, traders are given an edge in their strategies.  For instance, token unlock schedules are often made public knowledge.  But with Arkham, the behaviour of insiders can be aggregated and analysed, allowing traders a more nuanced view towards certain catalysts.",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019080224165888,[],[],0,,False,12,1,1,,None,,,,,,,[],,,,
17,1599019077158064129,1599019043100377088,1670070830000.0,2022-12-03 18:03:50,+0530,,At the top of the dashboard is a display of your total net worth across all supported networks and addresses.  Below is an asset breakdown of the tokens in your portfolio.  https://t.co/EOBkjr2fOj,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019077158064129,[],['https://pbs.twimg.com/media/FjDbX9lVsAI-W_Q.jpg'],1,https://pbs.twimg.com/media/FjDbX9lVsAI-W_Q.jpg,False,8,3,0,,None,,,,,,,[],,,,
18,1599019070950514688,1599019043100377088,1670070829000.0,2022-12-03 18:03:49,+0530,,"The Arkham Visualiser displays a graphic of token inflows and outflows.  Using Advanced Filtering, a user can sort by USD value or time, to/from addresses, sizing and token transacted.  With V3, users can now view more than one entity simultaneously and sort by time periods.",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019070950514688,[],[],0,,False,6,1,0,https://twitter.com/ArkhamIntel/status/1594761271278153728,None,,,,,,,[],,,,
19,1599019067876118528,1599019043100377088,1670070828000.0,2022-12-03 18:03:48,+0530,,"The Search Bar allows you to find Arkham-labelled entities and search their transactions.  Arkham's database labels hundreds of influential individuals, trading firms and market makers.  Using this you can investigate an entity's top counterparties and exchange usage over time.  https://t.co/Mw1jxMDTQT",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019067876118528,[],"['https://pbs.twimg.com/media/FjDbW-5UUAEWK6C.png', 'https://pbs.twimg.com/media/FjDbXMqUoAEbUDp.jpg', 'https://pbs.twimg.com/media/FjDbXaXUYAABGzZ.jpg']",1,https://pbs.twimg.com/media/FjDbW-5UUAEWK6C.png,False,9,1,0,,None,,,,,,,[],,,,
20,1599019053443469312,1599019043100377088,1670070825000.0,2022-12-03 18:03:45,+0530,,"The Balance History tab displays your crypto net-worth over time.  Underneath, the transactions tab displays all of your on-chain trades and transactions.  If a part of the Balance History is zoomed in on, the Transaction tab will auto-filter to those specific dates.  https://t.co/7j9Rt2Xvjy",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019053443469312,[],['https://pbs.twimg.com/media/FjDbWjyUoAATdD2.jpg'],1,https://pbs.twimg.com/media/FjDbWjyUoAATdD2.jpg,False,7,1,0,,None,,,,,,,[],,,,
21,1599019043100377088,1599019043100377088,1670070822000.0,2022-12-03 18:03:42,+0530,,"// How to use the Arkham Platform //  Arkham's product is a platform allowing traders unprecedented access to blockchain data.  What kind of insights does Arkham show you, and how can you use it to gain edge?  Read to the end for the video 👇  https://t.co/bXR6OjpXEa",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,6,18,https://twitter.com/ArkhamIntel/status/1599019043100377088,[],['https://pbs.twimg.com/media/FjDbV2FVIAAVMXZ.jpg'],1,https://pbs.twimg.com/media/FjDbV2FVIAAVMXZ.jpg,False,101,5,24,,None,,,,,,,[],,,,
22,1598721937722773504,1598721934266576896,1669999987000.0,2022-12-02 22:23:07,+0530,,"If you're proficient at checking the chain, let's chat.  Arkham looks forward to meeting you.  Link to the Data Analyst job specification is below:   https://t.co/NiFwKEbB4y",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,22,https://twitter.com/ArkhamIntel/status/1598721937722773504,['https://www.arkhamintelligence.com/careers-details/blockchain-data-analyst'],[],0,,False,9,1,1,,None,,,,,,,[],,,,
23,1598721934266576896,1598721934266576896,1669999986000.0,2022-12-02 22:23:06,+0530,,"💼 Arkham is hiring, and we need YOU! 🫵🧐  The Intel Team is expanding, seeking an on-chain sleuth to aid in exploring and de-anonymising opaque activity.  This person will investigate notable transactions, and aid in developing models and programs to power the Arkham platform.",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,22,https://twitter.com/ArkhamIntel/status/1598721934266576896,[],[],0,,False,22,5,4,,None,,,,,,,[],,,,
24,1598620209861967872,1598620148742574081,1669975733000.0,2022-12-02 15:38:53,+0530,,"The first attacker bridged around 4M in USD to Ethereum, and then swapped all assets to ETH.  The address 0xf3a now holds 3.369K ETH, and around 800K USD worth of MATIC on the Polygon Sidechain.  The second exploiter made around $12M if they managed to move assets from Binance.  https://t.co/Jr5aqeqSKd",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620209861967872,[],['https://pbs.twimg.com/media/Fi9wm0PUcAMstOl.jpg'],1,https://pbs.twimg.com/media/Fi9wm0PUcAMstOl.jpg,False,11,0,4,,None,,,,,,,[],,,,
25,1598620203457208320,1598620148742574081,1669975732000.0,2022-12-02 15:38:52,+0530,,"After moving through CEX, the Helios Exploiter's address is likely known only to Binance.  However, chain-sleuth @Jiran_z identified a link between the original attacker and the contract deployer of Ankr itself.  The possibility of an inside job should not be ruled out.",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620203457208320,[],[],0,,False,8,1,2,https://twitter.com/Jiran_z/status/1598496873110966272,None,,,,,,,[],,,,
26,1598620200676446210,1598620148742574081,1669975731000.0,2022-12-02 15:38:51,+0530,,"CZ has tweeted that Binance withdrawals are temporarily paused, and that there has been $3M of the funds frozen.  However, the attacker deposited a total of $15.7M on the platform, meaning they likely walked away with over $12M.",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620200676446210,[],[],0,,False,2,1,1,https://twitter.com/cz_binance/status/1598575867311132673,None,,,,,,,[],,,,
27,1598620197094445056,1598620148742574081,1669975730000.0,2022-12-02 15:38:50,+0530,,The account then borrowed 16.4 Million $HAY stablecoin and sold it into the HAY liquidity pool for 15.5M BUSD.  This BUSD was then sent through two different accounts before being deposited on Binance.  https://t.co/Pv4GUwHvSj,en,[],['hay'],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620197094445056,[],['https://pbs.twimg.com/media/Fi9wmAsUoAEYzFu.jpg'],1,https://pbs.twimg.com/media/Fi9wmAsUoAEYzFu.jpg,False,2,1,1,https://twitter.com/PeckShieldAlert/status/1598586566649466880,None,,,,,,,[],,,,
28,1598620188756230145,1598620148742574081,1669975728000.0,2022-12-02 15:38:48,+0530,,"One individual, however, actually bought worthless aBNBc from the liquidity pool, for 10 BNB.  This is because they realised that another protocol would allow them to collateralise it for borrowing, and mark it as ordinary BNB.  That protocol was @Helio_Money.  https://t.co/3bAjF71Uyf",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620188756230145,[],"['https://pbs.twimg.com/media/Fi9wlSRUUAAPn8M.jpg', 'https://pbs.twimg.com/media/Fi9wlk3UAAABz86.jpg']",1,https://pbs.twimg.com/media/Fi9wlSRUUAAPn8M.jpg,False,6,1,3,,None,,,,,,,[],,,,
29,1598620176718606336,1598620148742574081,1669975725000.0,2022-12-02 15:38:45,+0530,,"However, that was not the end. Due to the contract bug being publicly exploitable, copycat attacks began to take place, although these were far less effective.  This imitator simply sold off trillions of now-worthless aBNBc into the liquidity pool for $2.52.  https://t.co/sZSmWjr17y",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620176718606336,[],['https://pbs.twimg.com/media/Fi9wk6FUUAA_BNx.jpg'],1,https://pbs.twimg.com/media/Fi9wk6FUUAA_BNx.jpg,False,3,1,1,,None,,,,,,,[],,,,
30,1598620156095188993,1598620148742574081,1669975720000.0,2022-12-02 15:38:40,+0530,,"This morning, the address 0xf3a exploited an infinite mint bug in Ankr's contract code to mint in total 60 trillion aBNBc (Wrapped BNB tokens, redeemable on Ankr) across 6 different transactions.  Initially, these tokens were sold off for USDC to the aBNBc Pool on pancakeswap.  https://t.co/2TB8wb7yVS",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620156095188993,[],['https://pbs.twimg.com/media/Fi9wjrWVEAACgwS.jpg'],1,https://pbs.twimg.com/media/Fi9wjrWVEAACgwS.jpg,False,3,1,2,https://twitter.com/peckshield/status/1598508401755144196,None,,,,,,,[],,,,
31,1598620148742574081,1598620148742574081,1669975719000.0,2022-12-02 15:38:39,+0530,,"Ankr Protocol on BSC was exploited this morning.  The attacker minted $4 QUADRILLION worth of aBNBc tokens (wrapped BNB on Ankr) and sold them into the main liquidity pool.  But afterwards, another exploiter attacked a different protocol, @Helio_Money!  So what actually happened?  https://t.co/vlpOlm9fM8",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,5,15,https://twitter.com/ArkhamIntel/status/1598620148742574081,[],['https://pbs.twimg.com/media/Fi9wjTnUUAER8Ni.jpg'],1,https://pbs.twimg.com/media/Fi9wjTnUUAER8Ni.jpg,False,77,4,15,,None,,,,,,,[],,,,
32,1598334107817312259,1597998923226177543,1669907521000.0,2022-12-01 20:42:01,+0530,,@Cipher0091 @w1nt3r_eth @AppBreadcrumbs @SlowMist_Team Thanks Cipher!,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,4,20,https://twitter.com/ArkhamIntel/status/1598334107817312259,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'Cipher0091', 'name': 'Cipher009', 'id': '1519197101682569217'}, {'screen_name': 'w1nt3r_eth', 'name': 'WINTΞR 💙💛', 'id': '1448777259041509378'}, {'screen_name': 'AppBreadcrumbs', 'name': 'Breadcrumbs app 🇺🇦', 'id': '1214130036069941248'}, {'screen_name': 'SlowMist_Team', 'name': 'SlowMist', 'id': '988385053800517632'}]",,,,
33,1598323485922787328,1598323463160307712,1669904989000.0,2022-12-01 19:59:49,+0530,,Check your own eligibility by connecting your wallet at Uniswap:   https://t.co/icoh2HG4dq  Jump into our discord for more analysis!   https://t.co/ASHBuLtq6N,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,4,19,https://twitter.com/ArkhamIntel/status/1598323485922787328,"['https://app.uniswap.org', 'https://discord.gg/arkham']",[],0,,False,6,0,0,,None,,,,,,,[],,,,
34,1598323482739331072,1598323463160307712,1669904988000.0,2022-12-01 19:59:48,+0530,,Funded with: $4.88M USDC  Funded from: Coinbase Market Maker wallet  Current holdings: $2.91M USDC  https://t.co/AjbXquJuj3,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,4,19,https://twitter.com/ArkhamIntel/status/1598323482739331072,[],['https://pbs.twimg.com/media/Fi5iu_rWAAMAoRK.jpg'],1,https://pbs.twimg.com/media/Fi5iu_rWAAMAoRK.jpg,False,4,2,0,,None,,,,,,,[],,,,
35,1598323475441225730,1598323463160307712,1669904986000.0,2022-12-01 19:59:46,+0530,,"Total eligible users: 15,823  Users currently claimed: 6,260  Number of NFT holders who have claimed: 2  https://t.co/2iN8cGoFZG",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,4,19,https://twitter.com/ArkhamIntel/status/1598323475441225730,[],['https://pbs.twimg.com/media/Fi5iugLXEAEUXwK.jpg'],1,https://pbs.twimg.com/media/Fi5iugLXEAEUXwK.jpg,False,4,1,0,,None,,,,,,,[],,,,
36,1598323467379769345,1598323463160307712,1669904984000.0,2022-12-01 19:59:44,+0530,,The requirements are:  2 or more transactions on Genie before 04/15/2022 - $300 USDC  Hold a Genie NFT - $1000 USDC,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,4,19,https://twitter.com/ArkhamIntel/status/1598323467379769345,[],[],0,,False,4,1,0,,None,,,,,,,[],,,,
37,1598323463160307712,1598323463160307712,1669904983000.0,2022-12-01 19:59:43,+0530,,"@Uniswap recently acquired the NFT Aggregator @geniexyz and provided $5 Million USDC as an airdrop to reward loyal users.  Here's some insights into the current progression of the airdrop, using Arkham:  https://t.co/qCRuNo2tsA",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,4,19,https://twitter.com/ArkhamIntel/status/1598323463160307712,[],['https://pbs.twimg.com/media/Fi5itTPWYAEVAei.jpg'],1,https://pbs.twimg.com/media/Fi5itTPWYAEVAei.jpg,False,6,1,3,,None,,,,,,,[],,,,
38,1597912378657865730,1597899995457327104,1669806973000.0,2022-11-30 16:46:13,+0530,,@lawmaster ohhh 🥲,und,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,16,https://twitter.com/ArkhamIntel/status/1597912378657865730,[],[],0,,False,4,0,0,,None,,,,,,,"[{'screen_name': 'lawmaster', 'name': 'Larry Cermak \U0001fae1', 'id': '16709601'}]",,,,
39,1597901396237750272,1597899995457327104,1669804355000.0,2022-11-30 16:02:35,+0530,,@lawmaster is this a joke i'm too young to understand or something,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,16,https://twitter.com/ArkhamIntel/status/1597901396237750272,[],[],0,,False,7,6,0,,None,,,,,,,"[{'screen_name': 'lawmaster', 'name': 'Larry Cermak \U0001fae1', 'id': '16709601'}]",,,,
40,1597900447796580353,1597899995457327104,1669804128000.0,2022-11-30 15:58:48,+0530,,@lawmaster what does that even mean is that a pun on dex,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597900447796580353,[],[],0,,False,13,3,0,,None,,,,,,,"[{'screen_name': 'lawmaster', 'name': 'Larry Cermak \U0001fae1', 'id': '16709601'}]",,,,
41,1597896953936781312,1597896915776962560,1669803295000.0,2022-11-30 15:44:55,+0530,,"Arkham Intel Team is still actively investigating the Blockfi wallets.  So far, uncovering a complex web of transactions involving Alameda-affiliated wallets and suspicioius FTT token movements.  Stay tuned for part 2!  https://t.co/MUQSdSpW0N",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597896953936781312,[],['https://pbs.twimg.com/media/FizezoSUUAAiqJ3.jpg'],1,https://pbs.twimg.com/media/FizezoSUUAAiqJ3.jpg,False,28,6,3,,None,,,,,,,[],,,,
42,1597896944688369665,1597896915776962560,1669803293000.0,2022-11-30 15:44:53,+0530,,Blockfi has claimed that 9-figures of its assets are still currently stranded on FTX.  This makes it likely that the on-chain data will not present the full picture.,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597896944688369665,[],[],0,,False,10,2,1,https://twitter.com/WatcherGuru/status/1597642937663643655,None,,,,,,,[],,,,
43,1597896941706174464,1597896915776962560,1669803293000.0,2022-11-30 15:44:53,+0530,,Internal movements suggest that there is some consolidation of assets.  Recent transactions show Blockfi sending most of its holdings to two addresses: 0x22F and 0x530.  https://t.co/EFVCbrPUz7,en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597896941706174464,[],['https://pbs.twimg.com/media/FizezDoVQAA6ORC.jpg'],1,https://pbs.twimg.com/media/FizezDoVQAA6ORC.jpg,False,5,2,1,,None,,,,,,,[],,,,
44,1597896933724430339,1597896915776962560,1669803291000.0,2022-11-30 15:44:51,+0530,,"This address currently holds 9 figures-worth of ETH and stablecoins.  It also has multiple-billion dollars-worth of volume with other addresses, most notably 0x2699.  https://t.co/2MGuLvtpVF",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597896933724430339,[],['https://pbs.twimg.com/media/Fizeyl9UAAEhzp_.jpg'],1,https://pbs.twimg.com/media/Fizeyl9UAAEhzp_.jpg,False,7,3,1,,None,,,,,,,[],,,,
45,1597896926787121158,1597896915776962560,1669803289000.0,2022-11-30 15:44:49,+0530,,"In the past 2 weeks, Blockfi has sent millions of dollars of stablecoins to the address 0x22FF.  Most of the value this address has received, however, has been in GUSD and ETH straight from the CEX Gemini.  https://t.co/6PNNBV6gBB",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597896926787121158,[],"['https://pbs.twimg.com/media/FizeyAIVsAAddEB.jpg', 'https://pbs.twimg.com/media/FizeyOWUoAAnbwS.jpg']",1,https://pbs.twimg.com/media/FizeyAIVsAAddEB.jpg,False,6,4,2,,None,,,,,,,[],,,,
46,1597896915776962560,1597896915776962560,1669803286000.0,2022-11-30 15:44:46,+0530,,"Blockfi officially filed for bankruptcy yesterday, almost 3 weeks after halting user withdrawals on November 11th.  Their on-chain movements show most of their assets being sent to central wallets, with a high probability of many assets still being stuck on CEX's.  Lets dive in:  https://t.co/Xqatw2IMdS",en,[],[],1123403704323805184,1123403704323805184,ArkhamIntel,Arkham | Crypto Intelligence,3,15,https://twitter.com/ArkhamIntel/status/1597896915776962560,[],['https://pbs.twimg.com/media/FizexlQVQAAypR3.jpg'],1,https://pbs.twimg.com/media/FizexlQVQAAypR3.jpg,False,76,7,19,,None,,,,,,,[],,,,
